,player,playerid,subtype,Shots Made,Total Shots,FG%,Average FG%,FG% Difference
10074,N. Reid,1629675,Hook Shot,5.0,11.0,45.45454545454545,45.452274267381924,0.0022711871635294756
10075,N. Reid,1629675,Jump Shot,73.0,201.0,36.318407960199,33.64356279966131,2.674845160537693
10076,N. Reid,1629675,Layup Shot,24.0,40.0,60.0,50.050333235610644,9.949666764389356
10077,N. Reid,1629675,Pullup Jump shot,1.0,8.0,12.5,36.23884787401714,-23.73884787401714
10078,N. Reid,1629675,Putback Layup Shot,22.0,25.0,88.0,65.41013271254658,22.589867287453416
10079,N. Reid,1629675,Reverse Dunk Shot,1.0,1.0,100.0,77.96212121212122,22.037878787878782
10080,N. Reid,1629675,Reverse Layup Shot,2.0,5.0,40.0,65.23393086838465,-25.233930868384647
10081,N. Reid,1629675,Running Alley Oop Layup Shot,1.0,1.0,100.0,74.22118380062305,25.778816199376948
10082,N. Reid,1629675,Running Dunk Shot,9.0,9.0,100.0,91.51696398565736,8.483036014342645
10083,N. Reid,1629675,Running Finger Roll Layup Shot,2.0,2.0,100.0,76.7796157826837,23.220384217316294
10084,N. Reid,1629675,Running Jump Shot,0.0,1.0,0.0,35.632052842171824,-35.632052842171824
10085,N. Reid,1629675,Running Layup Shot,10.0,12.0,83.33333333333334,59.5547097295744,23.778623603758945
10086,N. Reid,1629675,Step Back Jump shot,1.0,10.0,10.0,35.079155343934865,-25.079155343934865
10087,N. Reid,1629675,Tip Dunk Shot,1.0,2.0,50.0,84.33346026647462,-34.33346026647462
10088,N. Reid,1629675,Tip Layup Shot,4.0,6.0,66.66666666666666,48.863007269564854,17.803659397101804
10089,N. Reid,1629675,Turnaround Bank Hook Shot,3.0,5.0,60.0,56.57644110275689,3.4235588972431117
10090,N. Reid,1629675,Turnaround Bank shot,1.0,1.0,100.0,58.83160173160173,41.16839826839827
10091,N. Reid,1629675,Turnaround Hook Shot,6.0,15.0,40.0,43.842343892424,-3.8423438924239974
10092,N. Reid,1629675,Turnaround Jump Shot,2.0,6.0,33.33333333333333,39.10629512709983,-5.772961793766498
10093,N. Richards,1630208,Alley Oop Dunk Shot,9.0,9.0,100.0,87.98424970972546,12.01575029027454
10094,N. Richards,1630208,Alley Oop Layup shot,2.0,3.0,66.66666666666666,64.09031610879916,2.5763505578674994
10095,N. Richards,1630208,Cutting Dunk Shot,33.0,39.0,84.61538461538461,90.09392817477068,-5.478543559386068
10096,N. Richards,1630208,Cutting Finger Roll Layup Shot,2.0,3.0,66.66666666666666,79.81783739136681,-13.151170724700151
10097,N. Richards,1630208,Cutting Layup Shot,21.0,34.0,61.76470588235294,70.33553076619971,-8.570824883846768
10098,N. Richards,1630208,Driving Dunk Shot,2.0,4.0,50.0,78.87124625983606,-28.871246259836056
10099,N. Richards,1630208,Driving Finger Roll Layup Shot,1.0,2.0,50.0,62.785599786476254,-12.785599786476254
10100,N. Richards,1630208,Driving Hook Shot,3.0,6.0,50.0,36.96562291925158,13.03437708074842
10101,N. Richards,1630208,Driving Layup Shot,3.0,7.0,42.857142857142854,45.01602024096154,-2.158877383818684
10102,N. Richards,1630208,Driving Reverse Dunk Shot,1.0,1.0,100.0,75.0,25.0
10103,N. Richards,1630208,Driving Reverse Layup Shot,1.0,1.0,100.0,55.503298940477,44.496701059523
10104,N. Richards,1630208,Dunk Shot,14.0,16.0,87.5,84.13380015631027,3.366199843689728
10105,N. Richards,1630208,Floating Jump shot,1.0,4.0,25.0,40.775771321052716,-15.775771321052716
10106,N. Richards,1630208,Hook Bank Shot,1.0,2.0,50.0,59.23952165331475,-9.239521653314753
10107,N. Richards,1630208,Hook Shot,2.0,10.0,20.0,45.452274267381924,-25.452274267381924
10108,N. Richards,1630208,Jump Bank Shot,1.0,1.0,100.0,50.98262359275575,49.01737640724425
10109,N. Richards,1630208,Jump Shot,5.0,10.0,50.0,33.64356279966131,16.35643720033869
10110,N. Richards,1630208,Layup Shot,21.0,39.0,53.84615384615385,50.050333235610644,3.7958206105432026
10111,N. Richards,1630208,Putback Dunk Shot,11.0,12.0,91.66666666666666,91.18644081655869,0.4802258501079706
10112,N. Richards,1630208,Putback Layup Shot,27.0,38.0,71.05263157894737,65.41013271254658,5.642498866400786
10113,N. Richards,1630208,Reverse Layup Shot,4.0,5.0,80.0,65.23393086838465,14.766069131615353
10114,N. Richards,1630208,Running Alley Oop Dunk Shot,2.0,2.0,100.0,89.52230455297939,10.477695447020608
10115,N. Richards,1630208,Running Dunk Shot,3.0,3.0,100.0,91.51696398565736,8.483036014342645
10116,N. Richards,1630208,Running Layup Shot,5.0,8.0,62.5,59.5547097295744,2.945290270425602
10117,N. Richards,1630208,Tip Dunk Shot,7.0,8.0,87.5,84.33346026647462,3.166539733525383
10118,N. Richards,1630208,Tip Layup Shot,13.0,31.0,41.935483870967744,48.863007269564854,-6.92752339859711
10119,N. Richards,1630208,Turnaround Fadeaway shot,0.0,1.0,0.0,34.199880691471094,-34.199880691471094
10120,N. Richards,1630208,Turnaround Hook Shot,1.0,12.0,8.333333333333332,43.842343892424,-35.50901055909067
10121,N. Richards,1630208,Turnaround Jump Shot,1.0,2.0,50.0,39.10629512709983,10.893704872900173
10122,N. Vonleh,203943,Cutting Layup Shot,0.0,2.0,0.0,70.33553076619971,-70.33553076619971
10123,N. Vonleh,203943,Driving Dunk Shot,1.0,1.0,100.0,78.87124625983606,21.128753740163944
10124,N. Vonleh,203943,Driving Hook Shot,0.0,1.0,0.0,36.96562291925158,-36.96562291925158
10125,N. Vonleh,203943,Driving Layup Shot,0.0,1.0,0.0,45.01602024096154,-45.01602024096154
10126,N. Vonleh,203943,Dunk Shot,1.0,1.0,100.0,84.13380015631027,15.866199843689728
10127,N. Vonleh,203943,Jump Shot,1.0,3.0,33.33333333333333,33.64356279966131,-0.3102294663279821
10128,N. Vonleh,203943,Layup Shot,1.0,4.0,25.0,50.050333235610644,-25.050333235610644
10129,N. Vonleh,203943,Putback Dunk Shot,1.0,1.0,100.0,91.18644081655869,8.813559183441313
10130,N. Vonleh,203943,Putback Layup Shot,1.0,1.0,100.0,65.41013271254658,34.589867287453416
10131,N. Vonleh,203943,Reverse Layup Shot,1.0,1.0,100.0,65.23393086838465,34.76606913161535
10132,N. Vonleh,203943,Step Back Jump shot,0.0,1.0,0.0,35.079155343934865,-35.079155343934865
10133,N. Vonleh,203943,Tip Dunk Shot,2.0,2.0,100.0,84.33346026647462,15.666539733525383
10134,N. Vonleh,203943,Tip Layup Shot,1.0,2.0,50.0,48.863007269564854,1.1369927304351464
10135,N. Vonleh,203943,Turnaround Fadeaway shot,1.0,1.0,100.0,34.199880691471094,65.8001193085289
10136,N. Vonleh,203943,Turnaround Hook Shot,0.0,1.0,0.0,43.842343892424,-43.842343892424
10137,N. Vonleh,203943,Turnaround Jump Shot,0.0,1.0,0.0,39.10629512709983,-39.10629512709983
10138,N. Vucevic,202696,Alley Oop Layup shot,2.0,4.0,50.0,64.09031610879916,-14.090316108799158
10139,N. Vucevic,202696,Cutting Dunk Shot,18.0,19.0,94.73684210526315,90.09392817477068,4.642913930492469
10140,N. Vucevic,202696,Cutting Finger Roll Layup Shot,2.0,3.0,66.66666666666666,79.81783739136681,-13.151170724700151
10141,N. Vucevic,202696,Cutting Layup Shot,22.0,29.0,75.86206896551724,70.33553076619971,5.526538199317528
10142,N. Vucevic,202696,Driving Bank Hook Shot,2.0,3.0,66.66666666666666,51.30692267648789,15.359743990178764
10143,N. Vucevic,202696,Driving Dunk Shot,8.0,11.0,72.72727272727273,78.87124625983606,-6.143973532563322
10144,N. Vucevic,202696,Driving Finger Roll Layup Shot,7.0,9.0,77.77777777777779,62.785599786476254,14.992177991301531
10145,N. Vucevic,202696,Driving Floating Bank Jump Shot,2.0,3.0,66.66666666666666,49.67574935067332,16.990917315993336
10146,N. Vucevic,202696,Driving Floating Jump Shot,5.0,7.0,71.42857142857143,38.248881327329954,33.179690101241476
10147,N. Vucevic,202696,Driving Hook Shot,16.0,23.0,69.56521739130434,36.96562291925158,32.599594472052765
10148,N. Vucevic,202696,Driving Layup Shot,30.0,51.0,58.82352941176471,45.01602024096154,13.807509170803172
10149,N. Vucevic,202696,Driving Reverse Layup Shot,4.0,5.0,80.0,55.503298940477,24.496701059522998
10150,N. Vucevic,202696,Dunk Shot,5.0,9.0,55.55555555555556,84.13380015631027,-28.578244600754715
10151,N. Vucevic,202696,Fadeaway Jump Shot,3.0,13.0,23.076923076923077,33.9661008403559,-10.889177763432823
10152,N. Vucevic,202696,Finger Roll Layup Shot,3.0,7.0,42.857142857142854,61.999433106575964,-19.14229024943311
10153,N. Vucevic,202696,Floating Jump shot,46.0,68.0,67.64705882352942,40.775771321052716,26.871287502476704
10154,N. Vucevic,202696,Hook Shot,31.0,45.0,68.88888888888889,45.452274267381924,23.436614621506962
10155,N. Vucevic,202696,Jump Shot,186.0,483.0,38.50931677018634,33.64356279966131,4.865753970525027
10156,N. Vucevic,202696,Layup Shot,36.0,52.0,69.23076923076923,50.050333235610644,19.180435995158582
10157,N. Vucevic,202696,Pullup Jump shot,6.0,16.0,37.5,36.23884787401714,1.2611521259828606
10158,N. Vucevic,202696,Putback Dunk Shot,1.0,1.0,100.0,91.18644081655869,8.813559183441313
10159,N. Vucevic,202696,Putback Layup Shot,14.0,19.0,73.68421052631578,65.41013271254658,8.274077813769196
10160,N. Vucevic,202696,Reverse Dunk Shot,1.0,1.0,100.0,77.96212121212122,22.037878787878782
10161,N. Vucevic,202696,Reverse Layup Shot,4.0,5.0,80.0,65.23393086838465,14.766069131615353
10162,N. Vucevic,202696,Running Jump Shot,4.0,13.0,30.76923076923077,35.632052842171824,-4.862822072941054
10163,N. Vucevic,202696,Running Layup Shot,1.0,3.0,33.33333333333333,59.5547097295744,-26.22137639624107
10164,N. Vucevic,202696,Running Reverse Dunk Shot,1.0,1.0,100.0,88.88888888888889,11.111111111111114
10165,N. Vucevic,202696,Step Back Jump shot,0.0,3.0,0.0,35.079155343934865,-35.079155343934865
10166,N. Vucevic,202696,Tip Dunk Shot,3.0,3.0,100.0,84.33346026647462,15.666539733525383
10167,N. Vucevic,202696,Tip Layup Shot,31.0,55.0,56.36363636363636,48.863007269564854,7.500629094071506
10168,N. Vucevic,202696,Turnaround Bank Hook Shot,3.0,3.0,100.0,56.57644110275689,43.42355889724311
10169,N. Vucevic,202696,Turnaround Fadeaway shot,7.0,27.0,25.925925925925924,34.199880691471094,-8.27395476554517
10170,N. Vucevic,202696,Turnaround Hook Shot,91.0,145.0,62.758620689655174,43.842343892424,18.916276797231177
10171,N. Vucevic,202696,Turnaround Jump Shot,14.0,32.0,43.75,39.10629512709983,4.643704872900173
10172,N. Williams,1631466,Cutting Layup Shot,2.0,2.0,100.0,70.33553076619971,29.66446923380029
10173,N. Williams,1631466,Driving Bank Hook Shot,0.0,1.0,0.0,51.30692267648789,-51.30692267648789
10174,N. Williams,1631466,Driving Dunk Shot,2.0,2.0,100.0,78.87124625983606,21.128753740163944
10175,N. Williams,1631466,Driving Finger Roll Layup Shot,0.0,1.0,0.0,62.785599786476254,-62.785599786476254
10176,N. Williams,1631466,Driving Layup Shot,7.0,7.0,100.0,45.01602024096154,54.98397975903846
10177,N. Williams,1631466,Driving Reverse Layup Shot,2.0,2.0,100.0,55.503298940477,44.496701059523
10178,N. Williams,1631466,Hook Bank Shot,0.0,1.0,0.0,59.23952165331475,-59.23952165331475
10179,N. Williams,1631466,Jump Shot,3.0,8.0,37.5,33.64356279966131,3.8564372003386893
10180,N. Williams,1631466,Layup Shot,1.0,3.0,33.33333333333333,50.050333235610644,-16.716999902277315
10181,N. Williams,1631466,Pullup Jump shot,0.0,1.0,0.0,36.23884787401714,-36.23884787401714
10182,N. Williams,1631466,Running Dunk Shot,1.0,1.0,100.0,91.51696398565736,8.483036014342645
10183,N. Williams,1631466,Running Finger Roll Layup Shot,2.0,2.0,100.0,76.7796157826837,23.220384217316294
10184,N. Williams,1631466,Running Layup Shot,1.0,2.0,50.0,59.5547097295744,-9.554709729574398
10185,N. Williams,1631466,Tip Dunk Shot,3.0,3.0,100.0,84.33346026647462,15.666539733525383
10186,N. Williams,1631466,Tip Layup Shot,0.0,2.0,0.0,48.863007269564854,-48.863007269564854
10187,N. Williams,1631466,Turnaround Bank Hook Shot,0.0,1.0,0.0,56.57644110275689,-56.57644110275689
10188,O. Agbaji,1630534,Alley Oop Dunk Shot,1.0,1.0,100.0,87.98424970972546,12.01575029027454
10189,O. Agbaji,1630534,Alley Oop Layup shot,0.0,1.0,0.0,64.09031610879916,-64.09031610879916
10190,O. Agbaji,1630534,Cutting Dunk Shot,3.0,3.0,100.0,90.09392817477068,9.906071825229319
10191,O. Agbaji,1630534,Cutting Finger Roll Layup Shot,0.0,1.0,0.0,79.81783739136681,-79.81783739136681
10192,O. Agbaji,1630534,Cutting Layup Shot,8.0,10.0,80.0,70.33553076619971,9.66446923380029
10193,O. Agbaji,1630534,Driving Dunk Shot,3.0,5.0,60.0,78.87124625983606,-18.871246259836056
10194,O. Agbaji,1630534,Driving Finger Roll Layup Shot,4.0,8.0,50.0,62.785599786476254,-12.785599786476254
10195,O. Agbaji,1630534,Driving Floating Bank Jump Shot,4.0,7.0,57.14285714285714,49.67574935067332,7.467107792183818
10196,O. Agbaji,1630534,Driving Floating Jump Shot,2.0,7.0,28.57142857142857,38.248881327329954,-9.677452755901385
10197,O. Agbaji,1630534,Driving Hook Shot,1.0,2.0,50.0,36.96562291925158,13.03437708074842
10198,O. Agbaji,1630534,Driving Layup Shot,22.0,39.0,56.41025641025641,45.01602024096154,11.39423616929487
10199,O. Agbaji,1630534,Driving Reverse Layup Shot,2.0,4.0,50.0,55.503298940477,-5.503298940477002
10200,O. Agbaji,1630534,Dunk Shot,1.0,1.0,100.0,84.13380015631027,15.866199843689728
10201,O. Agbaji,1630534,Fadeaway Bank shot,1.0,1.0,100.0,52.37189825425119,47.62810174574881
10202,O. Agbaji,1630534,Fadeaway Jump Shot,2.0,5.0,40.0,33.9661008403559,6.0338991596441005
10203,O. Agbaji,1630534,Finger Roll Layup Shot,0.0,1.0,0.0,61.999433106575964,-61.999433106575964
10204,O. Agbaji,1630534,Floating Jump shot,1.0,3.0,33.33333333333333,40.775771321052716,-7.442437987719387
10205,O. Agbaji,1630534,Hook Shot,0.0,1.0,0.0,45.452274267381924,-45.452274267381924
10206,O. Agbaji,1630534,Jump Bank Shot,2.0,2.0,100.0,50.98262359275575,49.01737640724425
10207,O. Agbaji,1630534,Jump Shot,71.0,194.0,36.597938144329895,33.64356279966131,2.954375344668584
10208,O. Agbaji,1630534,Layup Shot,1.0,6.0,16.666666666666664,50.050333235610644,-33.38366656894398
10209,O. Agbaji,1630534,Pullup Jump shot,9.0,30.0,30.0,36.23884787401714,-6.238847874017139
10210,O. Agbaji,1630534,Reverse Dunk Shot,0.0,1.0,0.0,77.96212121212122,-77.96212121212122
10211,O. Agbaji,1630534,Reverse Layup Shot,2.0,4.0,50.0,65.23393086838465,-15.233930868384647
10212,O. Agbaji,1630534,Running Alley Oop Dunk Shot,2.0,2.0,100.0,89.52230455297939,10.477695447020608
10213,O. Agbaji,1630534,Running Alley Oop Layup Shot,1.0,2.0,50.0,74.22118380062305,-24.221183800623052
10214,O. Agbaji,1630534,Running Dunk Shot,7.0,8.0,87.5,91.51696398565736,-4.016963985657355
10215,O. Agbaji,1630534,Running Finger Roll Layup Shot,2.0,4.0,50.0,76.7796157826837,-26.779615782683706
10216,O. Agbaji,1630534,Running Jump Shot,2.0,6.0,33.33333333333333,35.632052842171824,-2.298719508838495
10217,O. Agbaji,1630534,Running Layup Shot,5.0,10.0,50.0,59.5547097295744,-9.554709729574398
10218,O. Agbaji,1630534,Running Pull-Up Jump Shot,1.0,2.0,50.0,36.13965874933622,13.86034125066378
10219,O. Agbaji,1630534,Step Back Jump shot,1.0,4.0,25.0,35.079155343934865,-10.079155343934865
10220,O. Agbaji,1630534,Tip Layup Shot,2.0,5.0,40.0,48.863007269564854,-8.863007269564854
10221,O. Agbaji,1630534,Turnaround Fadeaway shot,1.0,4.0,25.0,34.199880691471094,-9.199880691471094
10222,O. Agbaji,1630534,Turnaround Jump Shot,1.0,2.0,50.0,39.10629512709983,10.893704872900173
10223,O. Anunoby,1628384,Alley Oop Dunk Shot,6.0,7.0,85.71428571428571,87.98424970972546,-2.2699639954397526
10224,O. Anunoby,1628384,Alley Oop Layup shot,2.0,4.0,50.0,64.09031610879916,-14.090316108799158
10225,O. Anunoby,1628384,Cutting Dunk Shot,19.0,20.0,95.0,90.09392817477068,4.9060718252293185
10226,O. Anunoby,1628384,Cutting Layup Shot,7.0,8.0,87.5,70.33553076619971,17.16446923380029
10227,O. Anunoby,1628384,Driving Bank Hook Shot,2.0,3.0,66.66666666666666,51.30692267648789,15.359743990178764
10228,O. Anunoby,1628384,Driving Dunk Shot,18.0,22.0,81.81818181818183,78.87124625983606,2.9469355583457713
10229,O. Anunoby,1628384,Driving Finger Roll Layup Shot,2.0,9.0,22.22222222222222,62.785599786476254,-40.56337756425403
10230,O. Anunoby,1628384,Driving Floating Bank Jump Shot,6.0,11.0,54.54545454545454,49.67574935067332,4.869705194781218
10231,O. Anunoby,1628384,Driving Floating Jump Shot,12.0,27.0,44.44444444444444,38.248881327329954,6.195563117114489
10232,O. Anunoby,1628384,Driving Hook Shot,8.0,20.0,40.0,36.96562291925158,3.0343770807484205
10233,O. Anunoby,1628384,Driving Layup Shot,32.0,82.0,39.02439024390244,45.01602024096154,-5.9916299970591
10234,O. Anunoby,1628384,Driving Reverse Dunk Shot,0.0,1.0,0.0,75.0,-75.0
10235,O. Anunoby,1628384,Driving Reverse Layup Shot,4.0,8.0,50.0,55.503298940477,-5.503298940477002
10236,O. Anunoby,1628384,Dunk Shot,4.0,4.0,100.0,84.13380015631027,15.866199843689728
10237,O. Anunoby,1628384,Fadeaway Bank shot,1.0,1.0,100.0,52.37189825425119,47.62810174574881
10238,O. Anunoby,1628384,Fadeaway Jump Shot,3.0,11.0,27.27272727272727,33.9661008403559,-6.69337356762863
10239,O. Anunoby,1628384,Finger Roll Layup Shot,1.0,1.0,100.0,61.999433106575964,38.000566893424036
10240,O. Anunoby,1628384,Floating Jump shot,1.0,2.0,50.0,40.775771321052716,9.224228678947284
10241,O. Anunoby,1628384,Hook Shot,3.0,5.0,60.0,45.452274267381924,14.547725732618076
10242,O. Anunoby,1628384,Jump Bank Shot,1.0,3.0,33.33333333333333,50.98262359275575,-17.649290259422422
10243,O. Anunoby,1628384,Jump Shot,122.0,309.0,39.482200647249186,33.64356279966131,5.838637847587876
10244,O. Anunoby,1628384,Layup Shot,5.0,21.0,23.809523809523807,50.050333235610644,-26.240809426086837
10245,O. Anunoby,1628384,Pullup Jump shot,17.0,55.0,30.909090909090907,36.23884787401714,-5.329756964926233
10246,O. Anunoby,1628384,Putback Dunk Shot,1.0,1.0,100.0,91.18644081655869,8.813559183441313
10247,O. Anunoby,1628384,Putback Layup Shot,7.0,10.0,70.0,65.41013271254658,4.589867287453416
10248,O. Anunoby,1628384,Reverse Dunk Shot,3.0,4.0,75.0,77.96212121212122,-2.962121212121218
10249,O. Anunoby,1628384,Reverse Layup Shot,2.0,3.0,66.66666666666666,65.23393086838465,1.4327357982820104
10250,O. Anunoby,1628384,Running Alley Oop Dunk Shot,3.0,3.0,100.0,89.52230455297939,10.477695447020608
10251,O. Anunoby,1628384,Running Dunk Shot,41.0,45.0,91.11111111111111,91.51696398565736,-0.4058528745462411
10252,O. Anunoby,1628384,Running Finger Roll Layup Shot,3.0,5.0,60.0,76.7796157826837,-16.779615782683706
10253,O. Anunoby,1628384,Running Jump Shot,17.0,30.0,56.666666666666664,35.632052842171824,21.03461382449484
10254,O. Anunoby,1628384,Running Layup Shot,22.0,36.0,61.111111111111114,59.5547097295744,1.5564013815367161
10255,O. Anunoby,1628384,Running Pull-Up Jump Shot,0.0,1.0,0.0,36.13965874933622,-36.13965874933622
10256,O. Anunoby,1628384,Running Reverse Dunk Shot,4.0,4.0,100.0,88.88888888888889,11.111111111111114
10257,O. Anunoby,1628384,Running Reverse Layup Shot,2.0,5.0,40.0,66.85028296356421,-26.85028296356421
10258,O. Anunoby,1628384,Step Back Jump shot,19.0,53.0,35.84905660377358,35.079155343934865,0.7699012598387185
10259,O. Anunoby,1628384,Tip Dunk Shot,5.0,6.0,83.33333333333334,84.33346026647462,-1.0001269331412743
10260,O. Anunoby,1628384,Tip Layup Shot,5.0,13.0,38.46153846153847,48.863007269564854,-10.401468808026387
10261,O. Anunoby,1628384,Turnaround Bank Hook Shot,1.0,2.0,50.0,56.57644110275689,-6.576441102756888
10262,O. Anunoby,1628384,Turnaround Fadeaway Bank Jump Shot,0.0,1.0,0.0,51.76767676767677,-51.76767676767677
10263,O. Anunoby,1628384,Turnaround Fadeaway shot,11.0,25.0,44.0,34.199880691471094,9.800119308528906
10264,O. Anunoby,1628384,Turnaround Hook Shot,1.0,8.0,12.5,43.842343892424,-31.342343892423997
10265,O. Anunoby,1628384,Turnaround Jump Shot,2.0,9.0,22.22222222222222,39.10629512709983,-16.884072904877605
10266,O. Brissett,1629052,Alley Oop Dunk Shot,1.0,1.0,100.0,87.98424970972546,12.01575029027454
10267,O. Brissett,1629052,Cutting Dunk Shot,7.0,7.0,100.0,90.09392817477068,9.906071825229319
10268,O. Brissett,1629052,Cutting Finger Roll Layup Shot,1.0,1.0,100.0,79.81783739136681,20.182162608633192
10269,O. Brissett,1629052,Cutting Layup Shot,9.0,18.0,50.0,70.33553076619971,-20.33553076619971
10270,O. Brissett,1629052,Driving Bank Hook Shot,0.0,1.0,0.0,51.30692267648789,-51.30692267648789
10271,O. Brissett,1629052,Driving Dunk Shot,1.0,3.0,33.33333333333333,78.87124625983606,-45.53791292650273
10272,O. Brissett,1629052,Driving Finger Roll Layup Shot,8.0,14.0,57.14285714285714,62.785599786476254,-5.6427426436191155
10273,O. Brissett,1629052,Driving Floating Bank Jump Shot,3.0,3.0,100.0,49.67574935067332,50.32425064932668
10274,O. Brissett,1629052,Driving Floating Jump Shot,2.0,5.0,40.0,38.248881327329954,1.7511186726700458
10275,O. Brissett,1629052,Driving Layup Shot,12.0,47.0,25.53191489361702,45.01602024096154,-19.484105347344517
10276,O. Brissett,1629052,Driving Reverse Layup Shot,2.0,6.0,33.33333333333333,55.503298940477,-22.169965607143673
10277,O. Brissett,1629052,Dunk Shot,1.0,1.0,100.0,84.13380015631027,15.866199843689728
10278,O. Brissett,1629052,Floating Jump shot,1.0,3.0,33.33333333333333,40.775771321052716,-7.442437987719387
10279,O. Brissett,1629052,Jump Bank Shot,1.0,3.0,33.33333333333333,50.98262359275575,-17.649290259422422
10280,O. Brissett,1629052,Jump Shot,42.0,133.0,31.57894736842105,33.64356279966131,-2.0646154312402594
10281,O. Brissett,1629052,Layup Shot,3.0,6.0,50.0,50.050333235610644,-0.05033323561064407
10282,O. Brissett,1629052,Pullup Jump shot,2.0,9.0,22.22222222222222,36.23884787401714,-14.016625651794918
10283,O. Brissett,1629052,Putback Dunk Shot,1.0,1.0,100.0,91.18644081655869,8.813559183441313
10284,O. Brissett,1629052,Putback Layup Shot,8.0,10.0,80.0,65.41013271254658,14.589867287453416
10285,O. Brissett,1629052,Reverse Layup Shot,1.0,2.0,50.0,65.23393086838465,-15.233930868384647
10286,O. Brissett,1629052,Running Dunk Shot,2.0,2.0,100.0,91.51696398565736,8.483036014342645
10287,O. Brissett,1629052,Running Finger Roll Layup Shot,4.0,4.0,100.0,76.7796157826837,23.220384217316294
10288,O. Brissett,1629052,Running Jump Shot,2.0,12.0,16.666666666666664,35.632052842171824,-18.96538617550516
10289,O. Brissett,1629052,Running Layup Shot,3.0,8.0,37.5,59.5547097295744,-22.054709729574398
10290,O. Brissett,1629052,Running Pull-Up Jump Shot,1.0,1.0,100.0,36.13965874933622,63.86034125066378
10291,O. Brissett,1629052,Running Reverse Dunk Shot,1.0,1.0,100.0,88.88888888888889,11.111111111111114
10292,O. Brissett,1629052,Running Reverse Layup Shot,0.0,1.0,0.0,66.85028296356421,-66.85028296356421
10293,O. Brissett,1629052,Step Back Jump shot,1.0,4.0,25.0,35.079155343934865,-10.079155343934865
10294,O. Brissett,1629052,Tip Layup Shot,3.0,10.0,30.0,48.863007269564854,-18.863007269564854
10295,O. Brissett,1629052,Turnaround Fadeaway shot,0.0,1.0,0.0,34.199880691471094,-34.199880691471094
10296,O. Brissett,1629052,Turnaround Hook Shot,0.0,1.0,0.0,43.842343892424,-43.842343892424
10297,O. Dieng,1631172,Cutting Dunk Shot,5.0,5.0,100.0,90.09392817477068,9.906071825229319
10298,O. Dieng,1631172,Cutting Finger Roll Layup Shot,1.0,1.0,100.0,79.81783739136681,20.182162608633192
10299,O. Dieng,1631172,Cutting Layup Shot,7.0,8.0,87.5,70.33553076619971,17.16446923380029
10300,O. Dieng,1631172,Driving Dunk Shot,3.0,3.0,100.0,78.87124625983606,21.128753740163944
10301,O. Dieng,1631172,Driving Finger Roll Layup Shot,0.0,1.0,0.0,62.785599786476254,-62.785599786476254
10302,O. Dieng,1631172,Driving Floating Bank Jump Shot,1.0,2.0,50.0,49.67574935067332,0.3242506493266788
10303,O. Dieng,1631172,Driving Floating Jump Shot,9.0,16.0,56.25,38.248881327329954,18.001118672670046
10304,O. Dieng,1631172,Driving Layup Shot,7.0,12.0,58.333333333333336,45.01602024096154,13.317313092371798
10305,O. Dieng,1631172,Driving Reverse Layup Shot,1.0,1.0,100.0,55.503298940477,44.496701059523
10306,O. Dieng,1631172,Dunk Shot,3.0,3.0,100.0,84.13380015631027,15.866199843689728
10307,O. Dieng,1631172,Fadeaway Jump Shot,0.0,2.0,0.0,33.9661008403559,-33.9661008403559
10308,O. Dieng,1631172,Floating Jump shot,0.0,1.0,0.0,40.775771321052716,-40.775771321052716
10309,O. Dieng,1631172,Jump Shot,23.0,84.0,27.380952380952383,33.64356279966131,-6.2626104187089275
10310,O. Dieng,1631172,Layup Shot,0.0,2.0,0.0,50.050333235610644,-50.050333235610644
10311,O. Dieng,1631172,Pullup Jump shot,1.0,9.0,11.11111111111111,36.23884787401714,-25.12773676290603
10312,O. Dieng,1631172,Reverse Layup Shot,0.0,1.0,0.0,65.23393086838465,-65.23393086838465
10313,O. Dieng,1631172,Running Dunk Shot,6.0,7.0,85.71428571428571,91.51696398565736,-5.802678271371647
10314,O. Dieng,1631172,Running Jump Shot,2.0,3.0,66.66666666666666,35.632052842171824,31.034613824494834
10315,O. Dieng,1631172,Running Layup Shot,6.0,9.0,66.66666666666666,59.5547097295744,7.111956937092259
10316,O. Dieng,1631172,Running Pull-Up Jump Shot,1.0,1.0,100.0,36.13965874933622,63.86034125066378
10317,O. Dieng,1631172,Running Reverse Layup Shot,0.0,1.0,0.0,66.85028296356421,-66.85028296356421
10318,O. Dieng,1631172,Step Back Jump shot,1.0,9.0,11.11111111111111,35.079155343934865,-23.968044232823754
10319,O. Dieng,1631172,Tip Layup Shot,1.0,2.0,50.0,48.863007269564854,1.1369927304351464
10320,O. Dieng,1631172,Turnaround Fadeaway shot,0.0,1.0,0.0,34.199880691471094,-34.199880691471094
10321,O. Dieng,1631172,Turnaround Hook Shot,0.0,1.0,0.0,43.842343892424,-43.842343892424
10322,O. Dieng,1631172,Turnaround Jump Shot,0.0,1.0,0.0,39.10629512709983,-39.10629512709983
10323,O. Okongwu,1630168,Alley Oop Dunk Shot,33.0,35.0,94.28571428571428,87.98424970972546,6.301464575988817
10324,O. Okongwu,1630168,Alley Oop Layup shot,10.0,13.0,76.92307692307693,64.09031610879916,12.832760814277776
10325,O. Okongwu,1630168,Cutting Dunk Shot,26.0,29.0,89.65517241379311,90.09392817477068,-0.4387557609775712
