player,playerid,subtype,Shots Made,Total Shots,FG%
J. Green,203210,Cutting Finger Roll Layup Shot,1.0,1.0,100.0
J. Green,203210,Cutting Layup Shot,9.0,12.0,75.0
J. Green,203210,Driving Dunk Shot,4.0,7.0,57.14285714285714
J. Green,203210,Driving Layup Shot,1.0,5.0,20.0
J. Green,203210,Dunk Shot,8.0,9.0,88.88888888888889
J. Green,203210,Floating Jump shot,0.0,1.0,0.0
J. Green,203210,Hook Shot,1.0,1.0,100.0
J. Green,203210,Jump Bank Shot,0.0,1.0,0.0
J. Green,203210,Jump Shot,49.0,131.0,37.404580152671755
J. Green,203210,Layup Shot,9.0,14.0,64.28571428571429
J. Green,203210,Putback Dunk Shot,7.0,7.0,100.0
J. Green,203210,Putback Layup Shot,10.0,15.0,66.66666666666666
J. Green,203210,Reverse Layup Shot,1.0,1.0,100.0
J. Green,203210,Running Alley Oop Dunk Shot,0.0,1.0,0.0
J. Green,203210,Running Dunk Shot,5.0,5.0,100.0
J. Green,203210,Running Finger Roll Layup Shot,1.0,1.0,100.0
J. Green,203210,Running Jump Shot,2.0,6.0,33.33333333333333
J. Green,203210,Running Layup Shot,0.0,2.0,0.0
J. Green,203210,Tip Dunk Shot,2.0,5.0,40.0
J. Green,203210,Tip Layup Shot,6.0,15.0,40.0
J. Green,203210,Turnaround Bank Hook Shot,1.0,1.0,100.0
J. Green,203210,Turnaround Fadeaway shot,0.0,2.0,0.0
J. Green,203210,Turnaround Hook Shot,1.0,1.0,100.0
J. Green,203210,Turnaround Jump Shot,0.0,1.0,0.0
J. Green,1629750,Alley Oop Dunk Shot,3.0,3.0,100.0
J. Green,1629750,Alley Oop Layup shot,1.0,1.0,100.0
J. Green,1629750,Cutting Dunk Shot,5.0,5.0,100.0
J. Green,1629750,Cutting Finger Roll Layup Shot,1.0,1.0,100.0
J. Green,1629750,Cutting Layup Shot,7.0,12.0,58.333333333333336
J. Green,1629750,Driving Dunk Shot,2.0,2.0,100.0
J. Green,1629750,Driving Finger Roll Layup Shot,0.0,1.0,0.0
J. Green,1629750,Driving Floating Bank Jump Shot,1.0,1.0,100.0
J. Green,1629750,Driving Floating Jump Shot,1.0,4.0,25.0
J. Green,1629750,Driving Hook Shot,1.0,1.0,100.0
J. Green,1629750,Driving Layup Shot,0.0,6.0,0.0
J. Green,1629750,Floating Jump shot,1.0,1.0,100.0
J. Green,1629750,Hook Shot,1.0,2.0,50.0
J. Green,1629750,Jump Shot,11.0,32.0,34.375
J. Green,1629750,Layup Shot,2.0,5.0,40.0
J. Green,1629750,Pullup Jump shot,1.0,2.0,50.0
J. Green,1629750,Putback Dunk Shot,4.0,4.0,100.0
J. Green,1629750,Putback Layup Shot,2.0,4.0,50.0
J. Green,1629750,Running Alley Oop Dunk Shot,3.0,3.0,100.0
J. Green,1629750,Running Dunk Shot,7.0,7.0,100.0
J. Green,1629750,Running Jump Shot,1.0,2.0,50.0
J. Green,1629750,Running Layup Shot,3.0,4.0,75.0
J. Green,1629750,Running Reverse Layup Shot,0.0,1.0,0.0
J. Green,1629750,Tip Layup Shot,3.0,4.0,75.0
J. Green,1630182,Alley Oop Dunk Shot,1.0,1.0,100.0
J. Green,1630182,Alley Oop Layup shot,1.0,1.0,100.0
J. Green,1630182,Cutting Dunk Shot,3.0,4.0,75.0
J. Green,1630182,Cutting Finger Roll Layup Shot,1.0,1.0,100.0
J. Green,1630182,Cutting Layup Shot,7.0,10.0,70.0
J. Green,1630182,Driving Dunk Shot,5.0,5.0,100.0
J. Green,1630182,Driving Finger Roll Layup Shot,9.0,12.0,75.0
J. Green,1630182,Driving Floating Bank Jump Shot,9.0,15.0,60.0
J. Green,1630182,Driving Floating Jump Shot,8.0,16.0,50.0
J. Green,1630182,Driving Hook Shot,0.0,1.0,0.0
J. Green,1630182,Driving Layup Shot,22.0,43.0,51.162790697674424
J. Green,1630182,Driving Reverse Dunk Shot,1.0,1.0,100.0
J. Green,1630182,Driving Reverse Layup Shot,6.0,7.0,85.71428571428571
J. Green,1630182,Fadeaway Bank shot,1.0,1.0,100.0
J. Green,1630182,Fadeaway Jump Shot,1.0,1.0,100.0
J. Green,1630182,Floating Jump shot,2.0,6.0,33.33333333333333
J. Green,1630182,Jump Shot,64.0,155.0,41.29032258064516
J. Green,1630182,Layup Shot,4.0,6.0,66.66666666666666
J. Green,1630182,Pullup Jump shot,6.0,16.0,37.5
J. Green,1630182,Putback Layup Shot,1.0,1.0,100.0
J. Green,1630182,Reverse Layup Shot,1.0,2.0,50.0
J. Green,1630182,Running Dunk Shot,14.0,14.0,100.0
J. Green,1630182,Running Finger Roll Layup Shot,6.0,7.0,85.71428571428571
J. Green,1630182,Running Jump Shot,4.0,10.0,40.0
J. Green,1630182,Running Layup Shot,16.0,25.0,64.0
J. Green,1630182,Running Pull-Up Jump Shot,1.0,3.0,33.33333333333333
J. Green,1630182,Running Reverse Layup Shot,2.0,3.0,66.66666666666666
J. Green,1630182,Step Back Jump shot,3.0,4.0,75.0
J. Green,1630182,Tip Dunk Shot,1.0,1.0,100.0
J. Green,1630182,Tip Layup Shot,0.0,2.0,0.0
J. Green,1630182,Turnaround Bank shot,1.0,1.0,100.0
J. Green,1630182,Turnaround Fadeaway Bank Jump Shot,0.0,1.0,0.0
J. Green,1630182,Turnaround Fadeaway shot,2.0,3.0,66.66666666666666
J. Green,1630182,Turnaround Hook Shot,1.0,1.0,100.0
J. Green,1630182,Turnaround Jump Shot,1.0,2.0,50.0
J. Green,1630224,Alley Oop Dunk Shot,2.0,2.0,100.0
J. Green,1630224,Alley Oop Layup shot,1.0,2.0,50.0
J. Green,1630224,Cutting Dunk Shot,6.0,8.0,75.0
J. Green,1630224,Cutting Finger Roll Layup Shot,1.0,1.0,100.0
J. Green,1630224,Cutting Layup Shot,3.0,5.0,60.0
J. Green,1630224,Driving Bank Hook Shot,1.0,1.0,100.0
J. Green,1630224,Driving Dunk Shot,18.0,23.0,78.26086956521739
J. Green,1630224,Driving Finger Roll Layup Shot,61.0,105.0,58.0952380952381
J. Green,1630224,Driving Floating Bank Jump Shot,8.0,20.0,40.0
J. Green,1630224,Driving Floating Jump Shot,38.0,71.0,53.52112676056338
J. Green,1630224,Driving Hook Shot,1.0,2.0,50.0
J. Green,1630224,Driving Layup Shot,60.0,163.0,36.809815950920246
J. Green,1630224,Driving Reverse Layup Shot,25.0,51.0,49.01960784313725
J. Green,1630224,Fadeaway Jump Shot,12.0,32.0,37.5
J. Green,1630224,Finger Roll Layup Shot,1.0,2.0,50.0
J. Green,1630224,Floating Jump shot,1.0,8.0,12.5
J. Green,1630224,Jump Bank Shot,2.0,3.0,66.66666666666666
J. Green,1630224,Jump Shot,96.0,271.0,35.42435424354243
J. Green,1630224,Layup Shot,3.0,16.0,18.75
J. Green,1630224,Pullup Jump shot,93.0,274.0,33.941605839416056
J. Green,1630224,Putback Dunk Shot,1.0,1.0,100.0
J. Green,1630224,Putback Layup Shot,4.0,6.0,66.66666666666666
J. Green,1630224,Reverse Layup Shot,1.0,6.0,16.666666666666664
J. Green,1630224,Running Alley Oop Dunk Shot,9.0,10.0,90.0
J. Green,1630224,Running Dunk Shot,16.0,17.0,94.11764705882352
J. Green,1630224,Running Finger Roll Layup Shot,9.0,12.0,75.0
J. Green,1630224,Running Jump Shot,3.0,11.0,27.27272727272727
J. Green,1630224,Running Layup Shot,14.0,32.0,43.75
J. Green,1630224,Running Pull-Up Jump Shot,2.0,3.0,66.66666666666666
J. Green,1630224,Running Reverse Layup Shot,7.0,8.0,87.5
J. Green,1630224,Step Back Bank Jump Shot,1.0,1.0,100.0
J. Green,1630224,Step Back Jump shot,61.0,175.0,34.85714285714286
J. Green,1630224,Tip Dunk Shot,1.0,1.0,100.0
J. Green,1630224,Tip Layup Shot,1.0,3.0,33.33333333333333
J. Green,1630224,Turnaround Fadeaway shot,2.0,9.0,22.22222222222222
J. Green,1630224,Turnaround Jump Shot,1.0,4.0,25.0
J. Hall,1631160,Cutting Layup Shot,1.0,1.0,100.0
J. Hall,1631160,Driving Finger Roll Layup Shot,1.0,1.0,100.0
J. Hall,1631160,Driving Floating Jump Shot,0.0,1.0,0.0
J. Hall,1631160,Driving Reverse Layup Shot,1.0,1.0,100.0
J. Hall,1631160,Floating Jump shot,0.0,1.0,0.0
J. Hall,1631160,Jump Shot,3.0,15.0,20.0
J. Hall,1631160,Pullup Jump shot,3.0,6.0,50.0
J. Hall,1631160,Running Dunk Shot,0.0,1.0,0.0
J. Hall,1631160,Running Jump Shot,0.0,1.0,0.0
J. Harden,201935,Cutting Dunk Shot,1.0,1.0,100.0
J. Harden,201935,Driving Dunk Shot,2.0,2.0,100.0
J. Harden,201935,Driving Finger Roll Layup Shot,19.0,33.0,57.57575757575758
J. Harden,201935,Driving Floating Bank Jump Shot,6.0,12.0,50.0
J. Harden,201935,Driving Floating Jump Shot,46.0,107.0,42.99065420560748
J. Harden,201935,Driving Hook Shot,1.0,2.0,50.0
J. Harden,201935,Driving Layup Shot,57.0,135.0,42.22222222222222
J. Harden,201935,Driving Reverse Layup Shot,1.0,2.0,50.0
J. Harden,201935,Fadeaway Jump Shot,4.0,8.0,50.0
J. Harden,201935,Floating Jump shot,4.0,12.0,33.33333333333333
J. Harden,201935,Jump Shot,61.0,137.0,44.52554744525548
J. Harden,201935,Layup Shot,2.0,3.0,66.66666666666666
J. Harden,201935,Pullup Jump shot,61.0,166.0,36.74698795180723
J. Harden,201935,Putback Layup Shot,2.0,5.0,40.0
J. Harden,201935,Running Finger Roll Layup Shot,11.0,13.0,84.61538461538461
J. Harden,201935,Running Jump Shot,4.0,9.0,44.44444444444444
J. Harden,201935,Running Layup Shot,22.0,31.0,70.96774193548387
J. Harden,201935,Running Pull-Up Jump Shot,9.0,19.0,47.368421052631575
J. Harden,201935,Step Back Bank Jump Shot,1.0,1.0,100.0
J. Harden,201935,Step Back Jump shot,120.0,307.0,39.08794788273616
J. Harden,201935,Tip Layup Shot,3.0,9.0,33.33333333333333
J. Harden,201935,Turnaround Bank shot,0.0,1.0,0.0
J. Harden,201935,Turnaround Fadeaway shot,4.0,6.0,66.66666666666666
J. Harden,201935,Turnaround Hook Shot,1.0,1.0,100.0
J. Harden,201935,Turnaround Jump Shot,1.0,3.0,33.33333333333333
J. Hardy,1630702,Cutting Finger Roll Layup Shot,1.0,1.0,100.0
J. Hardy,1630702,Cutting Layup Shot,3.0,4.0,75.0
J. Hardy,1630702,Driving Bank Hook Shot,2.0,2.0,100.0
J. Hardy,1630702,Driving Dunk Shot,3.0,4.0,75.0
J. Hardy,1630702,Driving Finger Roll Layup Shot,9.0,16.0,56.25
J. Hardy,1630702,Driving Floating Bank Jump Shot,2.0,2.0,100.0
J. Hardy,1630702,Driving Floating Jump Shot,4.0,7.0,57.14285714285714
J. Hardy,1630702,Driving Hook Shot,1.0,1.0,100.0
J. Hardy,1630702,Driving Layup Shot,22.0,51.0,43.13725490196079
J. Hardy,1630702,Driving Reverse Layup Shot,4.0,5.0,80.0
J. Hardy,1630702,Fadeaway Jump Shot,0.0,3.0,0.0
J. Hardy,1630702,Floating Jump shot,1.0,4.0,25.0
J. Hardy,1630702,Jump Shot,37.0,94.0,39.361702127659576
J. Hardy,1630702,Layup Shot,1.0,4.0,25.0
J. Hardy,1630702,Pullup Jump shot,15.0,40.0,37.5
J. Hardy,1630702,Putback Layup Shot,2.0,2.0,100.0
J. Hardy,1630702,Running Dunk Shot,4.0,4.0,100.0
J. Hardy,1630702,Running Finger Roll Layup Shot,3.0,5.0,60.0
J. Hardy,1630702,Running Jump Shot,5.0,10.0,50.0
J. Hardy,1630702,Running Layup Shot,7.0,24.0,29.166666666666668
J. Hardy,1630702,Running Pull-Up Jump Shot,1.0,2.0,50.0
J. Hardy,1630702,Running Reverse Layup Shot,0.0,1.0,0.0
J. Hardy,1630702,Step Back Jump shot,16.0,43.0,37.2093023255814
J. Hardy,1630702,Tip Layup Shot,1.0,1.0,100.0
J. Hardy,1630702,Turnaround Bank shot,1.0,1.0,100.0
J. Hardy,1630702,Turnaround Fadeaway shot,1.0,2.0,50.0
J. Harris,203925,Alley Oop Layup shot,1.0,1.0,100.0
J. Harris,203925,Cutting Finger Roll Layup Shot,3.0,4.0,75.0
J. Harris,203925,Cutting Layup Shot,12.0,17.0,70.58823529411765
J. Harris,203925,Driving Finger Roll Layup Shot,1.0,1.0,100.0
J. Harris,203925,Driving Floating Bank Jump Shot,0.0,2.0,0.0
J. Harris,203925,Driving Floating Jump Shot,3.0,7.0,42.857142857142854
J. Harris,203925,Driving Layup Shot,14.0,29.0,48.275862068965516
J. Harris,203925,Driving Reverse Layup Shot,1.0,2.0,50.0
J. Harris,203925,Fadeaway Jump Shot,0.0,2.0,0.0
J. Harris,203925,Floating Jump shot,0.0,2.0,0.0
J. Harris,203925,Jump Shot,110.0,271.0,40.59040590405904
J. Harris,203925,Pullup Jump shot,15.0,42.0,35.714285714285715
J. Harris,203925,Putback Layup Shot,2.0,2.0,100.0
J. Harris,203925,Reverse Layup Shot,2.0,4.0,50.0
J. Harris,203925,Running Finger Roll Layup Shot,2.0,3.0,66.66666666666666
J. Harris,203925,Running Jump Shot,22.0,42.0,52.38095238095239
J. Harris,203925,Running Layup Shot,7.0,8.0,87.5
J. Harris,203925,Running Pull-Up Jump Shot,5.0,8.0,62.5
J. Harris,203925,Running Reverse Layup Shot,2.0,2.0,100.0
J. Harris,203925,Step Back Jump shot,0.0,1.0,0.0
J. Harris,203925,Tip Layup Shot,1.0,1.0,100.0
J. Harris,203925,Turnaround Fadeaway shot,0.0,1.0,0.0
J. Harris,203925,Turnaround Jump Shot,0.0,1.0,0.0
J. Hart,1628404,Alley Oop Layup shot,1.0,1.0,100.0
J. Hart,1628404,Cutting Dunk Shot,2.0,2.0,100.0
J. Hart,1628404,Cutting Layup Shot,23.0,27.0,85.18518518518519
J. Hart,1628404,Driving Dunk Shot,3.0,3.0,100.0
J. Hart,1628404,Driving Finger Roll Layup Shot,3.0,4.0,75.0
J. Hart,1628404,Driving Floating Bank Jump Shot,2.0,8.0,25.0
J. Hart,1628404,Driving Floating Jump Shot,12.0,25.0,48.0
J. Hart,1628404,Driving Layup Shot,42.0,85.0,49.411764705882355
J. Hart,1628404,Driving Reverse Layup Shot,7.0,11.0,63.63636363636363
J. Hart,1628404,Fadeaway Jump Shot,6.0,11.0,54.54545454545454
J. Hart,1628404,Floating Jump shot,3.0,8.0,37.5
J. Hart,1628404,Hook Shot,0.0,1.0,0.0
J. Hart,1628404,Jump Bank Shot,0.0,1.0,0.0
J. Hart,1628404,Jump Shot,68.0,179.0,37.988826815642454
J. Hart,1628404,Layup Shot,4.0,6.0,66.66666666666666
J. Hart,1628404,Pullup Jump shot,7.0,34.0,20.588235294117645
J. Hart,1628404,Putback Dunk Shot,1.0,1.0,100.0
J. Hart,1628404,Putback Layup Shot,8.0,13.0,61.53846153846154
J. Hart,1628404,Reverse Layup Shot,8.0,9.0,88.88888888888889
J. Hart,1628404,Running Alley Oop Layup Shot,0.0,1.0,0.0
J. Hart,1628404,Running Dunk Shot,5.0,5.0,100.0
J. Hart,1628404,Running Finger Roll Layup Shot,4.0,5.0,80.0
J. Hart,1628404,Running Jump Shot,1.0,5.0,20.0
J. Hart,1628404,Running Layup Shot,76.0,108.0,70.37037037037037
J. Hart,1628404,Running Pull-Up Jump Shot,1.0,3.0,33.33333333333333
J. Hart,1628404,Running Reverse Layup Shot,6.0,8.0,75.0
J. Hart,1628404,Step Back Jump shot,1.0,8.0,12.5
J. Hart,1628404,Tip Dunk Shot,1.0,1.0,100.0
J. Hart,1628404,Tip Layup Shot,15.0,20.0,75.0
J. Hart,1628404,Turnaround Fadeaway shot,4.0,8.0,50.0
J. Hart,1628404,Turnaround Hook Shot,2.0,3.0,66.66666666666666
J. Hart,1628404,Turnaround Jump Shot,4.0,10.0,40.0
J. Hayes,1629637,Alley Oop Dunk Shot,13.0,14.0,92.85714285714286
J. Hayes,1629637,Alley Oop Layup shot,1.0,3.0,33.33333333333333
J. Hayes,1629637,Cutting Dunk Shot,17.0,18.0,94.44444444444444
J. Hayes,1629637,Cutting Layup Shot,8.0,11.0,72.72727272727273
J. Hayes,1629637,Driving Dunk Shot,1.0,2.0,50.0
J. Hayes,1629637,Driving Floating Bank Jump Shot,1.0,1.0,100.0
J. Hayes,1629637,Driving Floating Jump Shot,1.0,2.0,50.0
J. Hayes,1629637,Driving Hook Shot,1.0,4.0,25.0
J. Hayes,1629637,Driving Layup Shot,0.0,5.0,0.0
J. Hayes,1629637,Driving Reverse Dunk Shot,2.0,2.0,100.0
J. Hayes,1629637,Driving Reverse Layup Shot,2.0,3.0,66.66666666666666
J. Hayes,1629637,Dunk Shot,3.0,3.0,100.0
J. Hayes,1629637,Floating Jump shot,3.0,5.0,60.0
J. Hayes,1629637,Hook Shot,1.0,4.0,25.0
J. Hayes,1629637,Jump Shot,3.0,28.0,10.714285714285714
J. Hayes,1629637,Layup Shot,4.0,13.0,30.76923076923077
J. Hayes,1629637,Pullup Jump shot,0.0,1.0,0.0
J. Hayes,1629637,Putback Dunk Shot,1.0,1.0,100.0
J. Hayes,1629637,Putback Layup Shot,2.0,3.0,66.66666666666666
J. Hayes,1629637,Reverse Dunk Shot,1.0,1.0,100.0
J. Hayes,1629637,Reverse Layup Shot,1.0,1.0,100.0
J. Hayes,1629637,Running Alley Oop Dunk Shot,2.0,4.0,50.0
J. Hayes,1629637,Running Dunk Shot,4.0,4.0,100.0
J. Hayes,1629637,Running Layup Shot,4.0,4.0,100.0
J. Hayes,1629637,Tip Dunk Shot,1.0,1.0,100.0
J. Hayes,1629637,Tip Layup Shot,7.0,12.0,58.333333333333336
J. Hayes,1629637,Turnaround Hook Shot,3.0,6.0,50.0
J. Hayes,1629637,Turnaround Jump Shot,1.0,2.0,50.0
J. Hernangomez,1627823,Alley Oop Layup shot,1.0,1.0,100.0
J. Hernangomez,1627823,Cutting Dunk Shot,1.0,1.0,100.0
J. Hernangomez,1627823,Cutting Finger Roll Layup Shot,3.0,5.0,60.0
J. Hernangomez,1627823,Cutting Layup Shot,2.0,7.0,28.57142857142857
J. Hernangomez,1627823,Driving Bank Hook Shot,1.0,1.0,100.0
J. Hernangomez,1627823,Driving Layup Shot,3.0,6.0,50.0
J. Hernangomez,1627823,Driving Reverse Layup Shot,1.0,1.0,100.0
J. Hernangomez,1627823,Floating Jump shot,1.0,1.0,100.0
J. Hernangomez,1627823,Hook Bank Shot,1.0,1.0,100.0
J. Hernangomez,1627823,Hook Shot,1.0,1.0,100.0
J. Hernangomez,1627823,Jump Bank Shot,0.0,2.0,0.0
J. Hernangomez,1627823,Jump Shot,15.0,56.0,26.785714285714285
J. Hernangomez,1627823,Layup Shot,4.0,5.0,80.0
J. Hernangomez,1627823,Pullup Jump shot,0.0,3.0,0.0
J. Hernangomez,1627823,Reverse Layup Shot,1.0,1.0,100.0
J. Hernangomez,1627823,Running Dunk Shot,1.0,1.0,100.0
J. Hernangomez,1627823,Running Finger Roll Layup Shot,1.0,1.0,100.0
J. Hernangomez,1627823,Running Jump Shot,2.0,8.0,25.0
J. Hernangomez,1627823,Running Layup Shot,2.0,2.0,100.0
J. Hernangomez,1627823,Tip Layup Shot,6.0,9.0,66.66666666666666
J. Hernangomez,1627823,Turnaround Hook Shot,1.0,1.0,100.0
J. Holiday,201950,Alley Oop Layup shot,0.0,2.0,0.0
J. Holiday,201950,Cutting Dunk Shot,0.0,1.0,0.0
J. Holiday,201950,Cutting Finger Roll Layup Shot,1.0,1.0,100.0
J. Holiday,201950,Cutting Layup Shot,17.0,19.0,89.47368421052632
J. Holiday,201950,Driving Bank Hook Shot,2.0,3.0,66.66666666666666
J. Holiday,201950,Driving Dunk Shot,2.0,2.0,100.0
J. Holiday,201950,Driving Finger Roll Layup Shot,20.0,34.0,58.82352941176471
J. Holiday,201950,Driving Floating Bank Jump Shot,7.0,12.0,58.333333333333336
J. Holiday,201950,Driving Floating Jump Shot,35.0,59.0,59.32203389830508
J. Holiday,201950,Driving Hook Shot,8.0,23.0,34.78260869565217
J. Holiday,201950,Driving Layup Shot,69.0,134.0,51.49253731343284
J. Holiday,201950,Driving Reverse Layup Shot,11.0,13.0,84.61538461538461
J. Holiday,201950,Fadeaway Bank shot,1.0,2.0,50.0
J. Holiday,201950,Fadeaway Jump Shot,16.0,31.0,51.61290322580645
J. Holiday,201950,Finger Roll Layup Shot,1.0,1.0,100.0
J. Holiday,201950,Floating Jump shot,9.0,15.0,60.0
J. Holiday,201950,Hook Bank Shot,0.0,1.0,0.0
J. Holiday,201950,Hook Shot,1.0,2.0,50.0
J. Holiday,201950,Jump Bank Shot,1.0,3.0,33.33333333333333
J. Holiday,201950,Jump Shot,63.0,175.0,36.0
J. Holiday,201950,Layup Shot,16.0,28.0,57.14285714285714
J. Holiday,201950,Pullup Jump shot,76.0,186.0,40.86021505376344
J. Holiday,201950,Putback Layup Shot,4.0,4.0,100.0
J. Holiday,201950,Reverse Layup Shot,6.0,9.0,66.66666666666666
J. Holiday,201950,Running Dunk Shot,4.0,4.0,100.0
J. Holiday,201950,Running Finger Roll Layup Shot,2.0,4.0,50.0
J. Holiday,201950,Running Jump Shot,10.0,21.0,47.61904761904761
J. Holiday,201950,Running Layup Shot,12.0,17.0,70.58823529411765
J. Holiday,201950,Running Pull-Up Jump Shot,15.0,45.0,33.33333333333333
J. Holiday,201950,Running Reverse Layup Shot,3.0,3.0,100.0
J. Holiday,201950,Step Back Bank Jump Shot,0.0,1.0,0.0
J. Holiday,201950,Step Back Jump shot,77.0,180.0,42.77777777777778
J. Holiday,201950,Tip Layup Shot,8.0,14.0,57.14285714285714
J. Holiday,201950,Turnaround Bank Hook Shot,0.0,1.0,0.0
J. Holiday,201950,Turnaround Bank shot,4.0,4.0,100.0
J. Holiday,201950,Turnaround Fadeaway shot,13.0,30.0,43.333333333333336
J. Holiday,201950,Turnaround Hook Shot,5.0,11.0,45.45454545454545
J. Holiday,201950,Turnaround Jump Shot,5.0,13.0,38.46153846153847
J. Holiday,203200,Cutting Dunk Shot,4.0,4.0,100.0
J. Holiday,203200,Cutting Layup Shot,4.0,7.0,57.14285714285714
J. Holiday,203200,Driving Finger Roll Layup Shot,2.0,2.0,100.0
J. Holiday,203200,Driving Layup Shot,2.0,3.0,66.66666666666666
J. Holiday,203200,Driving Reverse Layup Shot,0.0,1.0,0.0
J. Holiday,203200,Fadeaway Jump Shot,0.0,1.0,0.0
J. Holiday,203200,Jump Shot,36.0,114.0,31.57894736842105
J. Holiday,203200,Layup Shot,1.0,1.0,100.0
J. Holiday,203200,Pullup Jump shot,11.0,36.0,30.555555555555557
J. Holiday,203200,Putback Layup Shot,1.0,1.0,100.0
J. Holiday,203200,Reverse Layup Shot,0.0,1.0,0.0
J. Holiday,203200,Running Dunk Shot,4.0,4.0,100.0
J. Holiday,203200,Running Finger Roll Layup Shot,2.0,2.0,100.0
J. Holiday,203200,Running Jump Shot,3.0,6.0,50.0
J. Holiday,203200,Running Layup Shot,2.0,4.0,50.0
J. Holiday,203200,Running Pull-Up Jump Shot,0.0,1.0,0.0
J. Holiday,203200,Running Reverse Layup Shot,1.0,2.0,50.0
J. Holiday,203200,Step Back Jump shot,4.0,12.0,33.33333333333333
J. Holiday,203200,Turnaround Jump Shot,0.0,2.0,0.0
J. Huff,1630643,Driving Floating Jump Shot,0.0,1.0,0.0
J. Huff,1630643,Driving Hook Shot,0.0,1.0,0.0
J. Huff,1630643,Driving Layup Shot,1.0,1.0,100.0
J. Huff,1630643,Dunk Shot,2.0,2.0,100.0
J. Huff,1630643,Jump Shot,6.0,12.0,50.0
J. Huff,1630643,Layup Shot,1.0,1.0,100.0
J. Huff,1630643,Pullup Jump shot,1.0,1.0,100.0
J. Huff,1630643,Reverse Dunk Shot,1.0,1.0,100.0
J. Huff,1630643,Reverse Layup Shot,2.0,2.0,100.0
J. Huff,1630643,Running Dunk Shot,1.0,1.0,100.0
J. Huff,1630643,Tip Layup Shot,0.0,1.0,0.0
J. Huff,1630643,Turnaround Fadeaway shot,0.0,1.0,0.0
J. Ingles,204060,Cutting Layup Shot,1.0,1.0,100.0
J. Ingles,204060,Driving Finger Roll Layup Shot,8.0,14.0,57.14285714285714
J. Ingles,204060,Driving Floating Bank Jump Shot,1.0,1.0,100.0
J. Ingles,204060,Driving Floating Jump Shot,2.0,6.0,33.33333333333333
J. Ingles,204060,Driving Layup Shot,6.0,8.0,75.0
J. Ingles,204060,Driving Reverse Layup Shot,1.0,1.0,100.0
J. Ingles,204060,Fadeaway Jump Shot,1.0,1.0,100.0
J. Ingles,204060,Floating Jump shot,1.0,1.0,100.0
J. Ingles,204060,Jump Shot,57.0,145.0,39.310344827586206
J. Ingles,204060,Layup Shot,1.0,2.0,50.0
J. Ingles,204060,Pullup Jump shot,20.0,47.0,42.5531914893617
J. Ingles,204060,Putback Layup Shot,1.0,2.0,50.0
J. Ingles,204060,Running Jump Shot,8.0,18.0,44.44444444444444
J. Ingles,204060,Running Layup Shot,1.0,3.0,33.33333333333333
J. Ingles,204060,Running Pull-Up Jump Shot,4.0,7.0,57.14285714285714
J. Ingles,204060,Step Back Jump shot,7.0,13.0,53.84615384615385
J. Ingles,204060,Turnaround Jump Shot,0.0,1.0,0.0
J. Isaac,1628371,Cutting Dunk Shot,1.0,1.0,100.0
J. Isaac,1628371,Cutting Layup Shot,0.0,1.0,0.0
J. Isaac,1628371,Driving Finger Roll Layup Shot,0.0,1.0,0.0
J. Isaac,1628371,Driving Layup Shot,0.0,1.0,0.0
J. Isaac,1628371,Dunk Shot,1.0,1.0,100.0
J. Isaac,1628371,Jump Shot,6.0,18.0,33.33333333333333
J. Isaac,1628371,Layup Shot,0.0,1.0,0.0
J. Isaac,1628371,Pullup Jump shot,0.0,3.0,0.0
J. Isaac,1628371,Putback Dunk Shot,2.0,3.0,66.66666666666666
J. Isaac,1628371,Putback Layup Shot,3.0,4.0,75.0
J. Isaac,1628371,Running Jump Shot,1.0,2.0,50.0
J. Isaac,1628371,Running Layup Shot,1.0,3.0,33.33333333333333
J. Isaac,1628371,Tip Dunk Shot,1.0,1.0,100.0
J. Isaac,1628371,Tip Layup Shot,1.0,4.0,25.0
J. Isaac,1628371,Turnaround Fadeaway shot,3.0,4.0,75.0
J. Isaac,1628371,Turnaround Jump Shot,2.0,5.0,40.0
J. Ivey,1631093,Alley Oop Layup shot,0.0,1.0,0.0
J. Ivey,1631093,Cutting Dunk Shot,3.0,3.0,100.0
J. Ivey,1631093,Cutting Finger Roll Layup Shot,0.0,1.0,0.0
J. Ivey,1631093,Cutting Layup Shot,5.0,8.0,62.5
J. Ivey,1631093,Driving Bank Hook Shot,0.0,1.0,0.0
J. Ivey,1631093,Driving Dunk Shot,11.0,14.0,78.57142857142857
J. Ivey,1631093,Driving Finger Roll Layup Shot,17.0,26.0,65.38461538461539
J. Ivey,1631093,Driving Floating Bank Jump Shot,8.0,16.0,50.0
J. Ivey,1631093,Driving Floating Jump Shot,22.0,50.0,44.0
J. Ivey,1631093,Driving Layup Shot,62.0,146.0,42.465753424657535
J. Ivey,1631093,Driving Reverse Layup Shot,10.0,15.0,66.66666666666666
J. Ivey,1631093,Dunk Shot,1.0,2.0,50.0
J. Ivey,1631093,Fadeaway Jump Shot,4.0,10.0,40.0
J. Ivey,1631093,Floating Jump shot,5.0,16.0,31.25
J. Ivey,1631093,Jump Bank Shot,2.0,2.0,100.0
J. Ivey,1631093,Jump Shot,73.0,207.0,35.26570048309179
J. Ivey,1631093,Layup Shot,5.0,21.0,23.809523809523807
J. Ivey,1631093,Pullup Jump shot,81.0,230.0,35.21739130434783
J. Ivey,1631093,Putback Layup Shot,8.0,14.0,57.14285714285714
